utterance_id,emotion,speaker_gender,crop_side,start,end,path,vlm_analysis
Ses02F_script02_2_F016,sad,F,left,149.74,159.76,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F016.avi,
Ses02F_script02_2_F017,sad,F,left,159.7833,169.32,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F017.avi,
Ses02F_script02_2_F018,sad,F,left,169.34,178.17,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F018.avi,
Ses02F_script02_2_F019,sad,F,left,178.78,183.33,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F019.avi,
Ses02F_script02_2_F020,sad,F,left,196.73,202.01,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F020.avi,
Ses02F_script02_2_F021,sad,F,left,206.41,207.55,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F021.avi,
Ses02F_script02_2_F022,sad,F,left,208.74,209.72,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F022.avi,
Ses02F_script02_2_F023,xxx,F,left,210.68,211.83,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F023.avi,
Ses02F_script02_2_F024,sad,F,left,213.2,214.07,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F024.avi,
Ses02F_script02_2_F025,fru,F,left,215.21,216.2,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F025.avi,
Ses02F_script02_2_F026,fru,F,left,217.41,218.68,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F026.avi,
Ses02F_script02_2_F027,fru,F,left,218.93,220.14,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F027.avi,
Ses02F_script02_2_F028,xxx,F,left,225.57,229.17,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F028.avi,
Ses02F_script02_2_F029,xxx,F,left,269.0,274.06,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F029.avi,
Ses02F_script02_2_F030,xxx,F,left,274.85,280.45,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F030.avi,
Ses02F_script02_2_F031,sad,F,left,281.5765,286.6,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F031.avi,
Ses02F_script02_2_F032,xxx,F,left,288.24,302.74,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F032.avi,
Ses02F_script02_2_F033,sad,F,left,305.38,308.72,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F033.avi,
Ses02F_script02_2_F034,sad,F,left,308.75,324.1,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F034.avi,
Ses02F_script02_2_F035,sad,F,left,327.15,328.77,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F035.avi,
Ses02F_script02_2_F036,xxx,F,left,332.84,337.14,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F036.avi,
Ses02F_script02_2_F037,xxx,F,left,338.73,341.99,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F037.avi,
Ses02F_script02_2_F038,sad,F,left,342.08,350.2,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F038.avi,
Ses02F_script02_2_F039,xxx,F,left,357.06,364.83,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F039.avi,
Ses02F_script02_2_F040,xxx,F,left,370.64,377.73,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F040.avi,
Ses02F_script02_2_F041,hap,F,left,379.87,382.76,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F041.avi,
Ses02F_script02_2_F042,hap,F,left,383.7,387.6,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F042.avi,
Ses02F_script02_2_F043,hap,F,left,393.41,402.26,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F043.avi,
Ses02F_script02_2_F044,sad,F,left,405.93,408.26,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F044.avi,
Ses02F_script02_2_F045,hap,F,left,412.15,413.92,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_F045.avi,
Ses02F_script02_2_M000,exc,M,right,4.27,6.3631,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M000.avi,
Ses02F_script02_2_M001,neu,M,right,7.76,9.07,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M001.avi,
Ses02F_script02_2_M002,neu,M,right,11.44,15.53,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M002.avi,
Ses02F_script02_2_M003,neu,M,right,21.24,23.66,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M003.avi,
Ses02F_script02_2_M004,xxx,M,right,34.69,36.9,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M004.avi,
Ses02F_script02_2_M005,neu,M,right,38.73,45.56,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M005.avi,
Ses02F_script02_2_M006,fru,M,right,51.79,53.51,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M006.avi,
Ses02F_script02_2_M007,neu,M,right,57.55,67.72,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M007.avi,
Ses02F_script02_2_M008,fru,M,right,70.67,72.09,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M008.avi,
Ses02F_script02_2_M009,neu,M,right,75.04,77.45,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M009.avi,
Ses02F_script02_2_M010,neu,M,right,79.4,81.13,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M010.avi,
Ses02F_script02_2_M011,fru,M,right,99.67,101.5,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M011.avi,
Ses02F_script02_2_M012,fru,M,right,103.58,105.17,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M012.avi,
Ses02F_script02_2_M013,neu,M,right,111.46,114.75,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M013.avi,
Ses02F_script02_2_M014,fru,M,right,115.92,124.08,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M014.avi,
Ses02F_script02_2_M015,xxx,M,right,124.1,134.09,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M015.avi,
Ses02F_script02_2_M016,neu,M,right,134.1,138.81,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M016.avi,
Ses02F_script02_2_M017,neu,M,right,138.86,144.92,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M017.avi,
Ses02F_script02_2_M018,neu,M,right,177.56,179.38,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M018.avi,
Ses02F_script02_2_M019,neu,M,right,183.18,192.22,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M019.avi,
Ses02F_script02_2_M020,neu,M,right,192.25,197.07,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M020.avi,
Ses02F_script02_2_M021,neu,M,right,201.32,206.74,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M021.avi,
Ses02F_script02_2_M022,neu,M,right,207.51,209.49,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M022.avi,
Ses02F_script02_2_M023,neu,M,right,209.57,211.32,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M023.avi,
Ses02F_script02_2_M024,fru,M,right,211.39,213.94,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M024.avi,
Ses02F_script02_2_M025,fru,M,right,213.99,215.86,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M025.avi,
Ses02F_script02_2_M026,fru,M,right,215.9,218.36,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M026.avi,
Ses02F_script02_2_M027,fru,M,right,218.41,219.74,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M027.avi,
Ses02F_script02_2_M028,fru,M,right,219.75,226.54,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M028.avi,
Ses02F_script02_2_M029,ang,M,right,228.2,238.96,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M029.avi,
Ses02F_script02_2_M030,xxx,M,right,239.31,250.86,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M030.avi,
Ses02F_script02_2_M031,sad,M,right,250.89,266.43,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M031.avi,
Ses02F_script02_2_M032,fru,M,right,266.44,269.39,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M032.avi,
Ses02F_script02_2_M033,neu,M,right,273.82,275.08,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M033.avi,
Ses02F_script02_2_M034,neu,M,right,280.13,281.22,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M034.avi,
Ses02F_script02_2_M035,sad,M,right,286.33,288.29,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M035.avi,
Ses02F_script02_2_M036,sad,M,right,302.93,305.06,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M036.avi,
Ses02F_script02_2_M037,sad,M,right,325.06,327.93,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M037.avi,
Ses02F_script02_2_M038,sad,M,right,328.38,333.71,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M038.avi,
Ses02F_script02_2_M039,sur,M,right,337.84,339.03,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M039.avi,
Ses02F_script02_2_M040,xxx,M,right,350.5661,355.24,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M040.avi,
Ses02F_script02_2_M041,hap,M,right,364.81,370.56,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M041.avi,
Ses02F_script02_2_M042,hap,M,right,378.28,380.21,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M042.avi,
Ses02F_script02_2_M043,hap,M,right,382.43,384.08,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M043.avi,
Ses02F_script02_2_M044,xxx,M,right,388.88,392.08,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M044.avi,
Ses02F_script02_2_M045,hap,M,right,407.08,411.69,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M045.avi,
Ses02F_script02_2_M046,hap,M,right,414.05,415.64,utterance_clips/Session2/Ses02F_script02_2/Ses02F_script02_2_M046.avi,
Ses02F_script03_1_F000,fea,F,left,6.38,7.63,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F000.avi,
Ses02F_script03_1_F001,fea,F,left,8.75,12.49,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F001.avi,
Ses02F_script03_1_F002,fea,F,left,13.77,16.24,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F002.avi,
Ses02F_script03_1_F003,xxx,F,left,19.25,21.42,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F003.avi,
Ses02F_script03_1_F004,xxx,F,left,21.97,24.23,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F004.avi,
Ses02F_script03_1_F005,exc,F,left,28.4,32.45,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F005.avi,
Ses02F_script03_1_F006,hap,F,left,34.49,36.76,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F006.avi,
Ses02F_script03_1_F007,hap,F,left,37.7,41.55,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F007.avi,
Ses02F_script03_1_F008,hap,F,left,45.23,48.88,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F008.avi,
Ses02F_script03_1_F009,hap,F,left,49.65,53.32,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F009.avi,
Ses02F_script03_1_F010,hap,F,left,56.38,58.73,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F010.avi,
Ses02F_script03_1_F011,xxx,F,left,65.84,68.4,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F011.avi,
Ses02F_script03_1_F012,neu,F,left,70.51,71.76,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F012.avi,
Ses02F_script03_1_F013,neu,F,left,81.78,84.79,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F013.avi,
Ses02F_script03_1_F014,neu,F,left,86.93,92.26,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F014.avi,
Ses02F_script03_1_F015,neu,F,left,93.31,96.54,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F015.avi,
Ses02F_script03_1_F016,neu,F,left,99.04,101.35,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F016.avi,
Ses02F_script03_1_F017,neu,F,left,103.02,109.24,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F017.avi,
Ses02F_script03_1_F018,xxx,F,left,111.37,113.43,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F018.avi,
Ses02F_script03_1_F019,hap,F,left,117.52,119.97,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F019.avi,
Ses02F_script03_1_F020,hap,F,left,140.2,142.43,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F020.avi,
Ses02F_script03_1_F021,hap,F,left,152.95,160.57,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F021.avi,
Ses02F_script03_1_F022,hap,F,left,162.7044,164.74,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F022.avi,
Ses02F_script03_1_F023,hap,F,left,168.43,173.2,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F023.avi,
Ses02F_script03_1_F024,hap,F,left,174.19,179.85,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F024.avi,
Ses02F_script03_1_F025,hap,F,left,181.02,183.93,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F025.avi,
Ses02F_script03_1_F026,hap,F,left,187.4,191.65,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F026.avi,
Ses02F_script03_1_F027,neu,F,left,192.59,195.55,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F027.avi,
Ses02F_script03_1_F028,hap,F,left,197.09,204.39,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F028.avi,
Ses02F_script03_1_F029,exc,F,left,204.84,208.53,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F029.avi,
Ses02F_script03_1_F030,xxx,F,left,210.11,212.78,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_F030.avi,
Ses02F_script03_1_M000,xxx,M,right,5.44,6.53,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M000.avi,
Ses02F_script03_1_M001,neu,M,right,7.71,8.8,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M001.avi,
Ses02F_script03_1_M002,xxx,M,right,12.22,14.06,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M002.avi,
Ses02F_script03_1_M003,xxx,M,right,16.9,19.59,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M003.avi,
Ses02F_script03_1_M004,neu,M,right,20.65,22.18,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M004.avi,
Ses02F_script03_1_M005,neu,M,right,23.91,28.8,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M005.avi,
Ses02F_script03_1_M006,xxx,M,right,32.0,34.73,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M006.avi,
Ses02F_script03_1_M007,neu,M,right,36.53,38.4,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M007.avi,
Ses02F_script03_1_M008,neu,M,right,41.2,45.89,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M008.avi,
Ses02F_script03_1_M009,neu,M,right,48.15,50.17,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M009.avi,
Ses02F_script03_1_M010,neu,M,right,53.18,56.93,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M010.avi,
Ses02F_script03_1_M011,xxx,M,right,58.26,67.1,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M011.avi,
Ses02F_script03_1_M012,neu,M,right,68.0,70.94,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M012.avi,
Ses02F_script03_1_M013,neu,M,right,71.42,78.64,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M013.avi,
Ses02F_script03_1_M014,neu,M,right,78.65,82.14,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M014.avi,
Ses02F_script03_1_M015,neu,M,right,84.5,87.28,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M015.avi,
Ses02F_script03_1_M016,neu,M,right,92.01,93.37,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M016.avi,
Ses02F_script03_1_M017,neu,M,right,96.23,99.74,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M017.avi,
Ses02F_script03_1_M018,neu,M,right,101.1,103.33,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M018.avi,
Ses02F_script03_1_M019,exc,M,right,108.68,111.96,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M019.avi,
Ses02F_script03_1_M020,exc,M,right,112.79,118.28,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M020.avi,
Ses02F_script03_1_M021,neu,M,right,119.48,122.22,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M021.avi,
Ses02F_script03_1_M022,exc,M,right,122.26,136.21,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M022.avi,
Ses02F_script03_1_M023,exc,M,right,136.2304,140.63,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M023.avi,
Ses02F_script03_1_M024,neu,M,right,142.82,153.49,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M024.avi,
Ses02F_script03_1_M025,neu,M,right,160.01,162.6809,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M025.avi,
Ses02F_script03_1_M026,neu,M,right,164.31,169.16,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M026.avi,
Ses02F_script03_1_M027,xxx,M,right,172.55,175.06,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M027.avi,
Ses02F_script03_1_M028,neu,M,right,179.56,181.65,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M028.avi,
Ses02F_script03_1_M029,neu,M,right,183.49,189.02,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M029.avi,
Ses02F_script03_1_M030,xxx,M,right,190.93,192.84,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M030.avi,
Ses02F_script03_1_M031,neu,M,right,195.45,197.67,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M031.avi,
Ses02F_script03_1_M032,exc,M,right,202.74,205.36,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M032.avi,
Ses02F_script03_1_M033,neu,M,right,208.21,210.45,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M033.avi,
Ses02F_script03_1_M034,neu,M,right,212.42,217.2,utterance_clips/Session2/Ses02F_script03_1/Ses02F_script03_1_M034.avi,
Ses02F_script03_2_F000,xxx,F,left,7.59,10.03,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F000.avi,
Ses02F_script03_2_F001,xxx,F,left,12.24,15.09,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F001.avi,
Ses02F_script03_2_F002,xxx,F,left,19.07,23.35,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F002.avi,
Ses02F_script03_2_F003,xxx,F,left,25.15,29.63,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F003.avi,
Ses02F_script03_2_F004,xxx,F,left,31.16,34.1,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F004.avi,
Ses02F_script03_2_F005,xxx,F,left,35.47,36.91,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F005.avi,
Ses02F_script03_2_F006,xxx,F,left,37.44,42.11,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F006.avi,
Ses02F_script03_2_F007,neu,F,left,43.83,48.33,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F007.avi,
Ses02F_script03_2_F008,xxx,F,left,50.8,53.06,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F008.avi,
Ses02F_script03_2_F009,xxx,F,left,56.56,58.12,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F009.avi,
Ses02F_script03_2_F010,xxx,F,left,59.41,63.13,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F010.avi,
Ses02F_script03_2_F011,neu,F,left,66.65,70.77,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F011.avi,
Ses02F_script03_2_F012,neu,F,left,75.54,78.33,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F012.avi,
Ses02F_script03_2_F013,ang,F,left,81.28,83.36,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F013.avi,
Ses02F_script03_2_F014,ang,F,left,83.41,84.55,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F014.avi,
Ses02F_script03_2_F015,xxx,F,left,90.68,94.52,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F015.avi,
Ses02F_script03_2_F016,exc,F,left,96.56,101.82,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F016.avi,
Ses02F_script03_2_F017,fru,F,left,103.83,105.57,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F017.avi,
Ses02F_script03_2_F018,ang,F,left,105.61,107.71,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F018.avi,
Ses02F_script03_2_F019,fru,F,left,110.5,113.55,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F019.avi,
Ses02F_script03_2_F020,ang,F,left,115.52,117.56,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F020.avi,
Ses02F_script03_2_F021,xxx,F,left,120.5,121.68,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F021.avi,
Ses02F_script03_2_F022,fru,F,left,122.03,127.89,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F022.avi,
Ses02F_script03_2_F023,xxx,F,left,132.36,134.56,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F023.avi,
Ses02F_script03_2_F024,fru,F,left,137.74,139.51,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F024.avi,
Ses02F_script03_2_F025,ang,F,left,145.08,146.94,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F025.avi,
Ses02F_script03_2_F026,fru,F,left,146.96,148.6,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F026.avi,
Ses02F_script03_2_F027,xxx,F,left,149.7,152.06,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F027.avi,
Ses02F_script03_2_F028,fru,F,left,158.78,163.6,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F028.avi,
Ses02F_script03_2_F029,ang,F,left,167.45,169.29,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F029.avi,
Ses02F_script03_2_F030,fru,F,left,171.85,175.63,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F030.avi,
Ses02F_script03_2_F031,ang,F,left,181.62,183.11,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F031.avi,
Ses02F_script03_2_F032,fru,F,left,185.69,189.73,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F032.avi,
Ses02F_script03_2_F033,xxx,F,left,191.03,192.97,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F033.avi,
Ses02F_script03_2_F034,ang,F,left,195.94,198.21,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F034.avi,
Ses02F_script03_2_F035,ang,F,left,199.58,204.21,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F035.avi,
Ses02F_script03_2_F036,ang,F,left,205.69,209.75,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F036.avi,
Ses02F_script03_2_F037,ang,F,left,209.89,212.3,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F037.avi,
Ses02F_script03_2_F038,ang,F,left,212.34,217.87,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F038.avi,
Ses02F_script03_2_F039,ang,F,left,218.49,224.82,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F039.avi,
Ses02F_script03_2_F040,ang,F,left,230.08,234.22,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F040.avi,
Ses02F_script03_2_F041,ang,F,left,234.48,236.44,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F041.avi,
Ses02F_script03_2_F042,ang,F,left,236.48,241.06,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F042.avi,
Ses02F_script03_2_F043,ang,F,left,241.08,251.95,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_F043.avi,
Ses02F_script03_2_M000,neu,M,right,4.62,8.28,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_M000.avi,
Ses02F_script03_2_M001,neu,M,right,9.58,12.62,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_M001.avi,
Ses02F_script03_2_M002,xxx,M,right,14.41,20.17,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_M002.avi,
Ses02F_script03_2_M003,xxx,M,right,23.03,26.3,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_M003.avi,
Ses02F_script03_2_M004,xxx,M,right,28.97,31.71,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_M004.avi,
Ses02F_script03_2_M005,xxx,M,right,33.75,35.79,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_M005.avi,
Ses02F_script03_2_M006,ang,M,right,36.66,37.83,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_M006.avi,
Ses02F_script03_2_M007,ang,M,right,41.85,43.94,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_M007.avi,
Ses02F_script03_2_M008,xxx,M,right,48.03,50.82,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_M008.avi,
Ses02F_script03_2_M009,neu,M,right,52.75,56.9,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_M009.avi,
Ses02F_script03_2_M010,xxx,M,right,57.65,59.63,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_M010.avi,
Ses02F_script03_2_M011,neu,M,right,63.2,66.64,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_M011.avi,
Ses02F_script03_2_M012,fru,M,right,70.5,76.54,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_M012.avi,
Ses02F_script03_2_M013,ang,M,right,77.56,82.4,utterance_clips/Session2/Ses02F_script03_2/Ses02F_script03_2_M013.avi,
